contract_address,slug,total_volume
0xbd4455da5929d5639ee098abfaa3241e9ae111af,nft-worlds,51564.87535744232
0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,sorare,50271.26677124778
0x3bf2922f4520a8ba0c2efc3d2a1539678dad5e9d,0n1-force,48809.48326373619
0x9a534628b4062e123ce7ee2222ec20b86e16ca8f,mekaverse,48628.28596031188
0x341a1c534248966c4b6afad165b98daed4b964ef,murakami-flowers-seed,48396.376333793276
0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,ens,48172.67298657922
0x28472a58a490c5e09a238847f66a68a47cc76f0f,adidasoriginals,45893.18943362918
0x160c404b2b49cbc3240055ceaee026df1e8497a0,pxnghostdivision,45151.38713938206
0xbce3781ae7ca1a5e050bd9c4c77369867ebc307e,goblintownwtf,44987.42781495302
0xd2f668a8461d6761115daf8aeb3cdf5f40c532c6,karafuru,44328.74673073466
0x59468516a8259058bad1ca5f8f4bff190d30e066,invisiblefriends,43389.57215776878
0xc2c747e0f7004f9e8817db2ca4997657a7746928,hashmasks,42578.83927463916
0x79fcdef22feed20eddacbb2587640e45491b757f,mfers,41052.08661692717
0x73da73ef3a6982109c4d5bdb0db9dd3e3783f313,curiocardswrapper,38174.2431307095
0x348fc118bcc65a92dc033a951af153d14d945312,clonex-mintvial,36967.765587980204
0xccc441ac31f02cd96c153db6fd5fe0a2f4e6a68d,fluf,36878.733897130514
0xc92ceddfb8dd984a89fb494c376f9a48b999aafc,creatureworld,35618.10623707329
0x67d9417c9c3c250f61a83c7e8658dac487b56b09,phantabear,35065.93817067935
0xb4d06d46a8285f4ec79fd294f78a881799d8ced9,3landers,34836.32303720803
0x82c7a8f707110f5fbb16184a5933e9f78a34c6ab,emblem-vault,34581.82836132264
0x892848074ddea461a15f337250da3ce55580ca85,cyberbrokers,33756.17099158002
0x7ea3cca10668b8346aec0bf1844a49e995527c8b,cyberkongz-vx,33146.82377800684
0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c,town-star,32441.024725199568
0x4b3406a41399c7fd2ba65cbc93697ad9e7ea61e5,lostpoets,30109.138407285314
0xa7206d878c5c3871826dfdb42191c49b1d11f466,lostpoets,30109.138407285314
0x8943c7bac1914c9a7aba750bf2b6b09fd21037e0,lazy-lions,30047.524028853557
0x86c10d10eca1fca9daf87a279abccabe0063f247,coolpetsnft,29940.43696481395
0x33cfae13a9486c29cd3b11391cc7eca53822e8c7,pixel-vault-mintpass,29869.115348815616
0x6632a9d63e142f17a668064d41a21193b49b41a0,primeapeplanetpap,29782.33391393539
0x0c2e57efddba8c768147d1fdf9176a0a6ebd5d83,kaiju-kingz,29753.115436176977
0xf4ee95274741437636e748ddac70818b4ed7d043,the-doge-pound,29564.744631992795
0x2acab3dea77832c09420663b0e1cb386031ba17b,deadfellaz,29551.925109436383
0xfe8c6d19365453d26af321d0e8c910428c23873f,genesis-creepz,29142.830200377735
0xf61f24c2d93bf2de187546b14425bf631f28d6dc,world-of-women-galaxy,29141.81976650942
0x123b30e25973fecd8354dd5f41cc45a3065ef88c,alienfrensnft,28151.65868235002
0x9378368ba6b85c1fba5b131b530f5f5bedf21a18,veefriends-series-2,27949.324696726893
0xf5b0a3efb8e8e4c201e2a935f110eaaf3ffecb8d,axie,27454.793446648397
0xdceaf1652a131f32a821468dc03a92df0edd86ea,mycryptoheroes,27236.31585141158
0x273f7f8e6489682df756151f5525576e322d51a3,mycryptoheroes,27236.312151411577
0x617913dd43dbdf4236b85ec7bdf9adfd7e35b340,mycryptoheroes,27236.312151411577
0x2a378c8d96e7d994fb9bec6adb7c6af2fe772c3b,somnium-space,27156.19092612403
0x595f279de4b5df1e47ca55b65175d8a9a935a0fa,somnium-space,27156.19092612403
0x913ae503153d9a335398d0785ba60a2d63ddb4e2,somnium-space,27156.19092612403
0xf980759616a795b2d692a5c0a0f1bad651984bc1,somnium-space,27156.19092612403
0xd532b88607b1877fe20c181cba2550e3bbd6b31c,supernormalbyzipcy,26717.917104331413
0x57a204aa1042f6e66dd7730813f4024114d74f37,cyberkongz,26484.151909402757
0xa5c0bd78d1667c13bfb403e2a3336871396713c5,coolmans-universe,25546.084509558536
0x75e95ba5997eb235f40ecf8347cdb11f18ff640b,psychedelics-anonymous-genesis,25274.997087811797
0x79986af15539de2db9a5086382daeda917a9cf0c,cryptovoxels,25245.321157023645
0x0e9d6552b85be180d941f1ca73ae3e318d2d4f1f,metroverse-genesis,25223.941613586994
0xad9fd7cb4fc7a0fbce08d64068f60cbde22ed34c,collectvox,25220.371410047857
0xa1d4657e0e6507d5a94d06da93e94dc7c8c44b51,worldwidewebbland,25022.441581043153
0x5ab21ec0bfa0b29545230395e3adaca7d552c948,punks-comic,24759.54041517881
0x797a48c46be32aafcedcfd3d8992493d8a1f256b,punks-comic,24759.54041517881
0xa9c0a07a7cb84ad1f2ffab06de3e55aab7d523e8,punks-comic,24759.54041517881
0x128675d4fddbc4a0d3f8aa777d8ee0fb8b427c2f,punks-comic,24759.166745331368
0xd0a07a76746707f6d6d36d9d5897b14a8e9ed493,punks-comic,24759.166745331368
0xb716600ed99b4710152582a124c697a7fe78adbf,punks-comic,24741.040160235814
0xfcb1315c4273954f74cb16d5b663dbf479eec62e,capsulehouse,24732.970173814152
0x3fe1a4c1481c8351e91b64d5c398b159de07cbc5,supducks,23821.471562418614
0xedb61f74b0d09b2558f1eeb79b247c1f363ae452,guttercatgang,23676.74874686315
0xaf615b61448691fc3e4c61ae4f015d6e77b6cca8,livesofasuna,22813.313346806277
0x219b8ab790decc32444a6600971c7c3718252539,sneaky-vampire-syndicate,22570.46381105591
0x1b829b926a14634d36625e60165c0770c09d02b2,treeverse,21756.94210592737
0xaadc2d4261199ce24a4b0a57370c4fcf43bb60aa,thecurrency,21614.500150664677
0x7ab2352b1d2e185560494d5e577f9d3c238b78c5,adam-bomb-squad,21548.542718809964
0xc1caf0c19a8ac28c41fe59ba6c754e4b9bd54de9,cryptoskulls,21346.18178878784
0x6be69b2a9b153737887cfcdca7781ed1511c7e36,killergf,21264.28706615458
0x4b61413d4392c806e6d0ff5ee91e6073c21d6430,murixhaus,20760.820833077436
0x36d30b3b85255473d27dd0f7fd8f35e36a9d6f06,888innercircle,20613.982086630116
0x3110ef5f612208724ca51f5761a69081809f03b7,impostors-genesis-aliens,20437.37352049957
0x698fbaaca64944376e2cdc4cad86eaa91362cf54,neotokyo-outer-identities,20436.602892484985
0xd4e4078ca3495de5b1d4db434bebc5a986197782,autoglyphs,20378.820640388578
0x497a9a79e82e6fc0ff10a16f6f75e6fcd5ae65a8,ragnarok-meta,19677.57927714636
0x282bdd42f4eb70e7a9d9f40c8fea0825b7f68c5d,official-v1-punks,19542.11948672104
0x7e6bc952d4b4bd814853301bee48e99891424de0,jungle-freaks-genesis,18802.132498785915
0x226bf5293692610692e2c996c9875c914d2a7f73,oncyber,18634.967043358683
0x08d7c0242953446436f34b4c78fe9da38c73668d,proof-collective,18612.875217884826
0xc3f733ca98e0dad0386979eb96fb1722a1a05e69,acclimatedmooncats,18466.0623766818
0x4bb33f6e69fd62cf3abbcc6f1f43b94a5d572c2b,bears-deluxe,18363.20873681912
0x4a8c9d751eeabc5521a68fb080dd7e72e46462af,arcade-land,18310.745268352195
0xef0182dc0574cd5874494a120750fd222fdb909a,rumble-kong-league,18140.93589010324
0x12d2d1bed91c24f878f37e66bd829ce7197e4d14,galacticapes,18130.482427430266
0xd78b76fcc33cd416da9d3d42f72649a23d7ac647,lil-heroes-by-edgar-plans,18128.236041753484
0x7d8820fa92eb1584636f4f5b8515b5476b75171a,murakami-flowers-2022-official,17724.254154707593
0xca7ca7bcc765f77339be2d648ba53ce9c8a262bd,tubby-cats,17278.17219744711
0xf54cc94f1f2f5de012b6aa51f1e7ebdc43ef5afc,projectnanopass,17276.382653522323
0xc8adfb4d437357d0a656d4e62fd9a6d22e401aa0,cryptobatz-by-ozzy-osbourne,17202.558606703165
0xf76179bb0924ba7da8e7b7fc2779495d7a7939d8,collectvoxmirandus,17101.240428053618
0x6dc6001535e15b9def7b0f6a20a2111dfa9454e2,metahero-generative,16559.87232407159
0xaadba140ae5e4c8a9ef0cc86ea3124b446e3e46a,mutantcats,16518.56762183792
0x19b86299c21505cdf59ce63740b240a9c822b5e4,degentoonz-collection,16374.863725372874
0x2963ba471e265e5f51cafafca78310fe87f8e6d1,makersplace,15973.081828611565
0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,makersplace,15973.081828611565
0x2d9e5de7d36f3830c010a28b29b3bdf5ca73198e,makersplace,15973.081828611565
0x0b4b2ba334f476c8f41bfe52a428d6891755554d,jrny-club-official,15633.107897072387
0x09233d553058c2f42ba751c87816a8e9fae7ef10,mypethooligan,15630.156504444309
0xb5c747561a185a146f83cfff25bdfd2455b31ff4,bossbeauties,15539.915576166431
0x099689220846644f87d1137665cded7bf3422747,robotos-official,15534.611784053779
0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,metacard-by-fullsend,15447.374867779712
0x701a038af4bd0fc9b69a829ddcb2f61185a49568,kiwami-genesis,15432.802886473222
0xbad6186e92002e312078b5a1dafd5ddf63d3f731,anonymice,15324.30971322848
0x32973908faee0bf825a343000fe412ebe56f802a,pixelmongen1,15162.643665684911
0x14e0a1f310e2b7e321c91f58847e98b8c802f6ef,hype-bears-club-official-,15102.009021812757
0xa08126f5e1ed91a635987071e6ff5eb2aeb67c48,galaxyeggs9999,14807.369660905732
0x966731dfd9b9925dd105ff465687f5aa8f54ee9f,raidparty,14743.218487694367
0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42,forgottenruneswizardscult,14489.307231850284
0x86357a19e5537a8fba9a004e555713bc943a66c0,neo-tokyo-identities,14462.01446495813
0x3903d4ffaaa700b62578a66e7a67ba4cb67787f9,quirkiesoriginals,14460.721842668816
0x1a2f71468f656e97c2f86541e57189f59951efe7,cryptomories,14252.424757754914
0x87e738a3d5e5345d6212d8982205a564289e6324,raidpartyfighters,14154.990599378818
0x5be99338289909d6dbbc57bb791140ef85ccbcab,hausphases,13826.354917596429
0x6fd053bff10512d743fa36c859e49351a4920df6,c-01-official-collection,13733.319482315217
0x1792a96e5668ad7c167ab804a100ce42395ce54d,moonbirds-oddities,13657.426794020206
0xeb834ae72b30866af20a6ce5440fa598bfad3a42,wolf-game-legacy,13636.272562516768
0xe0176ba60efddb29cac5b15338c9962daee9de0c,premint-collector,13386.94665514681
0x469823c7b84264d1bafbcd6010e9cdf1cac305a3,crypto-bull-society,13200.234370651702
0x236672ed575e1e479b8e101aeeb920f32361f6f9,frontiergame,13148.390724730129
0x9c80777cae192e5031c38a0d951c55730ecc3f5e,zombieclub-token,13087.828715604897
0x3f5fb35468e9834a43dca1c160c69eaae78b6360,koala-intelligence-agency,13005.348928011983
0x97597002980134bea46250aa0510c9b90d87a587,chain-runners-nft,12981.149006394806
0xaad35c2dadbe77f97301617d82e661776c891fa9,akutars,12880.170907259564
0x11450058d796b02eb53e65374be59cff65d3fe7f,theshiboshis,12865.81829966252
0x1981cc36b59cffdd24b01cc5d698daa75e367e04,the-crypto-chicks,12860.757118951406
0xe106c63e655df0e300b78336af587f300cff9e76,oxyaoriginproject,12812.559267714254
0xce50f3ca1f1dbd6fa042666bc0e369565dda457d,heartnfts,12538.31539441322
0xeb3a9a839dfeeaf71db1b4ed6a8ae0ccb171b227,official-moar-by-joan-cornella,12510.575019342235
0x3a5051566b2241285be871f650c445a88a970edd,thehumanoids,12453.952236914482
0xf497253c2bb7644ebb99e4d9ecc104ae7a79187a,the-sevens-genesis,12303.240045704648
0x960b7a6bcd451c9968473f7bbfd9be826efd549a,onchainmonkey,12191.474838500813
0xf1083e064f92db0561fd540f982cbf73a4e2f8f6,creepz-shapeshifterz,12188.000520626481
0x716f29b8972d551294d9e02b3eb0fc1107fbf4aa,io-imaginary-ones,12175.158486380058
0x94638cbf3c54c1f956a5f05cbc0f9afb6822020d,inbetweeners,12139.361126899897
0x94952c05f3c1ee0810f7c84574773a8c65c8ffb7,inbetweeners,12139.361126899897
0x7deb7bce4d360ebe68278dee6054b882aa62d19c,unitedplanets,12104.504151765079
0x4f89cd0cae1e54d98db6a80150a824a533502eea,peaceful-groupies,11997.669662847242
0x7afeda4c714e1c0a2a1248332c100924506ac8e6,fvck-crystal,11593.577549188993
0xf1268733c6fb05ef6be9cf23d24436dcd6e0b35e,desperate-ape-wives,11542.877871266366
0x659a4bdaaacc62d2bd9cb18225d9c89b5b697a5a,we-are-all-going-to-die,11496.870283184688
0x80336ad7a747236ef41f47ed2c7641828a480baa,chimpersnft,11248.845334201835
0xecdd2f733bd20e56865750ebce33f17da0bee461,thecryptodads,11159.913344755636
0x999e88075692bcee3dbc07e7e64cd32f39a1d3ab,wizards-dragons-game-v2,11130.55137244242
0x1b79c7832ed9358e024f9e46e9c8b6f56633691b,tastybonesxyz,11055.124426121452
0x8ff1523091c9517bc328223d50b52ef450200339,ruggenesis-nft,11040.603191564836
0x8d609bd201beaea7dccbfbd9c22851e23da68691,dourdarcels,11016.559413619241
0xc6ec80029cd2aa4b0021ceb11248c07b25d2de34,thelittlesnft,11011.432699007712
0x9bf252f97891b907f002f2887eff9246e3054080,akc,11006.557658794025
0x18df6c571f6fe9283b87f910e41dc5c8b77b7da5,animetas,10988.641710760985
0x248139afb8d3a2e16154fbe4fb528a3a214fd8e7,bokinftofficial,10917.192710947222
0x177ef8787ceb5d4596b6f011df08c86eb84380dc,smilesss,10731.454707283456
0x0cfb5d82be2b949e8fa73a656df91821e2ad99fd,10ktf,10690.444563298055
0x3acce66cd37518a6d77d9ea3039e00b3a2955460,wonderpals,10600.306828663095
0x05a46f1e545526fb803ff974c790acea34d1f2d6,n-project,10561.939751060405
0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,blitmap,10388.104636128279
0x1ca39c7f0f65b4da24b094a9afac7acf626b7f38,gen-dot-art,10309.956698425103
0x5f4a54e29ccb8a02cdf7d7bfa8a0999a8330cced,reptile-armoury,10241.707401766918
0x5bd815fd6c096bab38b4c6553cfce3585194dff9,the-art-of-seasons,10228.457954612664
0x6d4bbc0387dd4759eee30f6a482ac6dc2df3facf,rtfktmonolith,10220.798214889845
0x26437d312fb36bdd7ac9f322a6d4ccfe0c4fa313,asm-aifa-genesis,10209.143472097081
0x364c828ee171616a39897688a831c2499ad972ec,sappy-seals,10132.27163527299
0x10daa9f4c0f985430fde4959adb2c791ef2ccf83,the-meta-key,10097.151298580931
0x3db5463a9e2d04334192c6f2dd4b72def4751a61,alpacadabraz,10009.95764855767
0xdd69da9a83cedc730bc4d3c56e96d29acc05ecde,timepieces-build-a-better-future-genesis-drop,9937.074193903904
0xe3234e57ac38890a9136247eadfe1860316ff6ab,moodrollers-by-lucas-zanotto,9895.535816187761
0xfa7e3f898c80e31a3aedeae8b0c713a3f9666264,akumaorigins,9798.431873638541
0x2931b181ae9dc8f8109ec41c42480933f411ef94,slimhoods,9722.606261211004
0x066f2d5ead7951f0d0038c19affd500b9f02c0e5,cryptojankyz,9708.371335956055
0x431329ec4b9c637fa80625ef3456e01e119aeaf0,cryptojankyz,9708.371335956055
0x75cd3cc29d90eee6e509a0380f1bab97624b80db,cryptojankyz,9708.371335956055
0x92f7062e6993647c1602c40e90ba931765ba632e,cryptojankyz,9708.371335956055
0xd849e6d893a80abc3b16f843bc4dc80bb4a33ec8,cryptojankyz,9708.371335956055
0xef97e28a587edf83bc1557a9c7d6fa9e8bf5df0b,cryptojankyz,9708.371335956055
0x9eeaecbe2884aa7e82f450e3fc174f30fc2a8de3,edenhorde-official,9704.278573337708
0xab0b0dd7e4eab0f9e31a539074a03f1c1be80879,neo-tokyo-part-2-vault-cards,9646.163993423248
0xa342f5d851e866e18ff98f351f2c6637f4478db5,the-sandbox-assets,9587.45713366057
0x5af0d9827e0c53e4799bb226655a1de152a425a5,milady,9537.73877806275
0x716039ab9ce2780e35450b86dc6420f22460c380,coolmonkes,9512.991544501861
0x466cfcd0525189b573e794f554b8a751279213ac,the-dooplicator,9412.162811568971
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,wrapped-cryptopunks,9387.791850051699
0x7e3ef31186d1bec0d3f35ad701d065743b84c790,antonymgenesis,9354.430037782984
0x85f740958906b317de6ed79663012859067e745b,thewickedcraniums,9346.533518305885
0x9372b371196751dd2f603729ae8d8014bbeb07f6,bored-bunny--nft,9191.037053552305
0x092bbc993042a69811d23feb0e64e3bfa0920c6a,gutter-juice,9025.85173496597
0x4f8730e0b32b04beaa5757e5aea3aef970e5b613,blootofficial,9025.444551308778
0xa6a5ec7b1b8a34ff2dcb2926b7c78f52a5ce3b90,gnssbymgxs,9023.117011352588
0x98b82d9efc577b1c3aa6578342121231db2b47b9,shinsekaicorp,9008.161475289682
0xc8bcbe0e8ae36d8f9238cd320ef6de88784b1734,winterbears,8995.829946301896
0x86c35fa9665002c08801805280ff6a077b23c98a,catbloxgenesis,8990.839517036966
0x34b4df75a17f8b3a6eff6bba477d39d701f5e92c,g-evols,8970.134222185117
0x90ca8a3eb2574f937f514749ce619fdcca187d45,gamblingapes,8904.444060763275
0x6080b6d2c02e9a0853495b87ce6a65e353b74744,eightbitme,8859.759145376978
0x82f5ef9ddc3d231962ba57a9c2ebb307dc8d26c2,dippies,8809.599630945113
0x9a38dec0590abc8c883d72e52391090e948ddf12,everai-heroes-duo,8764.799577897775
0xc9d8f15803c645e98b17710a0b6593f097064bef,flyfish-club,8749.874844878395
0x5180db8f5c931aae63c74266b211f580155ecac8,cryptocoven,8723.444526281803
0x69b9c98e8d715c25b330d0d4eb07e68cbb7f6cfc,starcatchersnft,8679.084758610217
0xfbeef911dc5821886e1dda71586d90ed28174b7d,known-origin,8547.06247490899
0xdde2d979e8d39bb8416eafcfc1758f3cab2c9c72,known-origin,8546.831596958089
0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,known-origin,8546.81731580229
0x63fa29fec10c997851ccd2466dad20e51b17c8af,fishyfam,8538.696532399976
0x4addca4c07a5e9a6b4973094d03ad5aae7735e5b,bapetaverse-official,8442.538310993987
0x534d37c630b7e4d2a6c1e064f3a2632739e9ee04,xrc,8385.242744238347
0x18c7766a10df15df8c971f6e8c1d2bba7c7a410b,vogu,8358.545657626384
0xd73acd7f5099fdd910215dbff029185f21ffbcf0,acrocalypse,8310.007362948098
0xf7143ba42d40eaeb49b88dac0067e54af042e963,metasaurs-nft,8237.3515416816
0x31385d3520bced94f77aae104b406994d8f2168c,bastard-gan-punks-v2,8175.24522374174
0x6728d91abacdbac2f326baa384513a523c21b80a,shitbeast,8107.022004802501
0xd0318da435dbce0b347cc6faa330b5a9889e3585,asm-brains,8083.032666699263
0xf793a77e32a0e5c0cd28383e1e04bbc66ee52438,apocalyptic-apes,8060.604618282133
0xbce6d2aa86934af4317ab8615f89e3f9430914cb,vaynersports-pass-vsp,8037.306350965623
0xb668beb1fa440f6cf2da0399f8c28cab993bdd65,neotokyo-citizens,8023.757154312197
0x07c3249625d2f1e825325aa739c5d8e69b96f3ac,galaxy-fight-club,7975.433854890711
0x3702f4c46785bbd947d59a2516ac1ea30f2babf2,galaxy-fight-club,7975.433854890711
0x35471f47c3c0bc5fc75025b97a19ecdde00f78f8,partybear,7957.892628109434
0x42069abfe407c60cf4ae4112bedead391dba1cdb,cryptodickbutts-s3,7838.579149186466
0xd4d871419714b778ebec2e22c7c53572b573706e,stoner-cats-official,7783.3000629222715
0xbe6e3669464e7db1e1528212f0bff5039461cb82,wicked-ape-bone-club,7712.015624567809
0x986aea67c7d6a15036e18678065eb663fc5be883,niftydegen,7693.5858118776805
0x7cc7add921e2222738561d03c89589929cefcf21,tbac,7658.069907368252
0x8cd8155e1af6ad31dd9eec2ced37e04145acfcb3,cupcatsofficial,7638.903649373691
0xd754937672300ae6708a51229112de4017810934,deafbeef,7634.53008511534
0xcb4307f1c3b5556256748ddf5b86e81258990b3c,tos-theotherside,7580.03018503604
0x211899f45856e22df75623a2c6abe7997802ebc3,xcopy,7538.929470185036
0x42df42a471e1db2d4e4a1545b2f4b951f2da06e4,xcopy,7538.929470185036
0x8a939fd297fab7388d6e6c634eee3c863626be57,xcopy,7538.929470185036
0x8d604ec183903dcd52a3af17dcc52bdf1cd5bc24,xcopy,7538.929470185036
0x905e7e152ecd7315f03d8d671578ea72684cca99,xcopy,7538.929470185036
0xa8bd2de03228d1bb1686fe813047f2a4c638723c,xcopy,7538.929470185036
0xc4560031bf20e5c930e77a61a4de9794db51e504,xcopy,7538.929470185036
0xd652d2633cdbfd5f27f50cddb098e708fa8433f3,xcopy,7538.929470185036
0xfd04e14334d876635e7ea46ae636d4a45d8ffdde,xcopy,7538.929470185036
